study_id,segment,code_main_cat,code_main,code_identifiers
8825,letter to the editor,exclusion, not full text article,NA
8833,two cases of v,exclusion, not first case in country,NA
8841,table 3. antimicrobial resistance of atypical and typical strains,exclusion, not first case in country,NA
8881,"therefore, the aim of this study was to report our experience with the isolation of streptococcus bovis in ascitic fluid of a patient with liver cirrhosis due to alcohol  abuse.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
8884,"in another recent study, three isolates of st648 were shown to harbor ndm, two of which were recovered from patients hospitalized in karachi, pakistan, while the other was isolated from a patient in the united kingdom (7).",exclusion, not first case in country,NA
8905,characterization of oxacillin-susceptible meca-positive staphylococcus  aureus,exclusion, no resistance or did not name antibiotic/antibiotic,NA
8916,"increases in elevated mic of cefixime/ceftriaxone/ azithromycin were superimposed on a background of established resistance to penicillin, tetracycline, and ciprofloxacin and may signal impending gonococcal resistance to first-line treatments",exclusion, not first case in country,NA
8951,"in the czech republic, occurrence of carbapenemaseproducing bacteria seemed to be rare with only sporadic  cases of carbapenemase-producing klebsiella pneumoniae (vim-1, kpc-2)",exclusion, not first case in country,NA
8952,ndm-1 produc,exclusion,review article,NA
8973,"this report describes the serotypes, antimicrobial susceptibility and ª2009 the authors journal compilation ª2009 european society of clinical microbiology and infectious diseases original article bacteriologymolecular epidemiology of levofloxacin non-susceptible s. pneumoniae isolates collected between 2001 and 2008 in taiwan.",exclusion, not first case in country,NA
8994,abstracts,exclusion, not full text article,NA
9037,epidemiological characterization of acinetobacter baumannii bloodstream isolates from a chinese burn institute: a three-year study,exclusion, not first case in country,NA
9046,new de,exclusion, not first case in country,NA
9049,this is the first report of an imi-1 carbapenemase-producing colistin-resistant e. cloacae in china.,exclusion, not first case in country,NA
9057,we report on the evolution and epidemiology of carbapenem non-susceptible enterobacteriaceae (cnse)  including carbapenemase-producing enterobacteriaceae (cpe) in belgium between january 2007 and april 2011.,exclusion, not first case in country,NA
9060,isolate,exclusion,not clinical case in human patient,NA
9069,amp abstracts,exclusion, not full text article,NA
9077,antimicrobial drug resistance in taiwan,exclusion,review article,NA
9139,editorial,exclusion, not full text article,NA
9143,aoms described here do not generally represent any rare cases.,exclusion, not first case in country,NA
9170,here the first uk case of mssa-pvl leading to pf is presented.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
9222,investigation of molecular epidemiology of esbls in bosnia and herzegovina (b&h) are scarce. shv-5 b-lactamase has been reported previously in klebsiella pneumonia isolates from urinary tract infections (utis) [13] and ctx-m-15 beta-lactamases hospital isolates of enterobacteriaceae from b&h,exclusion, not first case in country,NA
925,"while the prevalence of fluoroquinolone-resistant s. pyogenes isolates has been increasing since 2000 in the usa and europe, it has remained very low in japan.",exclusion, not first case in country,NA
925,"in 2000, the first fluoroquinolone-resistant s. pyogenes was reported by yan et al. in the usa.1",NA,references for follow up,NA
925,"1 yan ss, fox ml, holland sm et al. resistance to multiple fluoroquinolones in a clinical isolate of streptococcus pyogenes: identification of gyra and parc and specification of point mutations associated with resistance. antimicrob agents chemother 2000; 44: 3196–8.",NA,references for follow up,NA
9251,"vim-type mbls have been increasingly disseminated among hospital pathogens in southern europe, and in some regions their occurrence has became endemic.2",exclusion, not first case in country,NA
9251,"n greek hospitals, blavim-1 is the prevailing mbl gene, and its location seems to be consistently correlated with a common class 1 integron structure",exclusion, not first case in country,NA
9299,"after our first mrpa infection, we established a laboratory-based surveillance programme and investigated the changing epidemiology of mrpa infection in our hospital including its source, amplification and dissemination.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
9300,abstract (poster session),exclusion, not full text article,NA
9305,poster presentation,exclusion, not full text article,NA
9322,case-control study,exclusion,review article,NA
9339,this rising trend of highly resistant organisms stresses the increasing importance of continuous surveillance system and stewardship of antibiotics as strategies in the overall management of patients with febrile neutropenia,exclusion, not first case in country,NA
9365,the,exclusion,review article,NA
938,t,exclusion, not first case in country,NA
9419,outbreak,exclusion, not first case in country,NA
9419,bulgaria,location,country,NA
9419,sofia,location,city,NA
9419,"in conclusion, this is the first report from bulgaria in which a hospital outbreak caused by a ctx-m-3 esbl-producing s. marcescens strain has been characterised at the molecular level. molecular epidemiological investigations revealed a single clone and showed that it had already emerged on the same ward some months before the onset of the outbreak. t",exclusion, not first case in country,NA
9420,the emergence of nosocomial esbl-producing enterobacteriaceae isolates including s. marcescens has been described over recent years in bulgarian hospitals,exclusion, not first case in country,NA
9471,the in vitro activity of ceftaroline against 891 pneumococci collected in 2008 from 22 centers in the united states was investigated.,exclusion,not clinical case in human patient,NA
9489,we investigated the molecular mechanisms of b-lactam resistance and sought if ec2 could have been selected in vivo from ec1.,exclusion, not first case in country,NA
9491,"previous studies of drug-resistant tb in korea have been conducted mainly in the public sector (9-12), where according to the results of a recent national survey, mdr-tb strains occurred in 2.7% of new cases and 14.0% of previously treated cases (12)",exclusion, not first case in country,NA
9508,ndm carbapenemases in the united kingdom: an analysis of the first 250 cases,exclusion,not clinical case in human patient,NA
9518,"this study examined current pattern of antimicrobial susceptibility among salmonella enterica isolates from  enteric fever cases at a tertiary care centre in new delhi, india",exclusion, not first case in country,NA
9538,"in conclusion, we showed the epidemiology of oxa-48 in kuwait.",exclusion, not first case in country,NA
9540,"the 43 mdr strains were assigned to 3 arbitrary resistance groups; groups 1, 11 and iii. the most prevalent isolates (37; 86.1%) were in group ii. of the predominant t ribotypes (097, 078 and 056), c. 62% clustered in group ii. although the number of strains toxinotyped was small, ribotyping and toxinotyping correlated well with the published literature, except for 078 with a novel “v-like” toxinotype.",exclusion, not first case in country,NA
9542,letters to the editor,exclusion, not full text article,NA
9573,this is the first report of m. chelonae infection in croatia and the first-described m. chelonae infection in a patient with concomitant fahr’s syndrome,exclusion, not first case in country,NA
9611,pakistan,location,country,NA
9611,"a cross-sectional prevalence study was undertaken to evaluate the prevalence of drug resistance among new tb patients, using a non-probability convenience sampling methodology.",exclusion, not first case in country,NA
9611,a study from nwfp way back in 1994 also showed relatively high primary and acquired drug resistance.19,exclusion, not first case in country,NA
9611,a study from nwfp way back in 1994 also showed relatively high primary and acquired drug resistance.19,NA,references for follow up,NA
